消息发生时间,[消息发布时间][时间_系统RTC],[消息发布者ID][功能单元ID],[主备状态],[数据生成时间][时间_任务时间],[数据生成时间1][时间_任务时间],[有效性_俯仰角],[有效性_横滚角],[有效性_真航角],[有效性_俯仰角速率],[有效性_横滚角速率],[有效性_航向角速率],[有效性_俯仰角加速度],[有效性_横滚角加速度],[有效性_航向角加速度],[有效性_速度北向],[有效性_速度西向],[有效性_速度天向],[有效性_加速度北向],[有效性_加速度西向],[有效性_加速度天向],[有效性_惯性攻角],[有效性_惯性侧滑角],[有效性_偏流角],[有效性_航迹角],[有效性_位置],[有效性_惯性气压高度],[有效性_地速],[载机俯仰角][_角度_毫弧度],[载机横滚角][_角度_毫弧度],[载机真航角][_角度_毫弧度],[载机俯仰角速率][_角速率],[载机横滚角速率][_角速率],[载机航向角速率][_角速率],[载机俯仰角加速度][_角加速度],[载机横滚角加速度][_角加速度],[载机航向角加速度][_角加速度],[载机平台系速度][速度_北向][_速度],[载机平台系速度][速度_西向][_速度],[载机平台系速度][速度_天向][_速度],[载机平台系加速度][加速度_北向][_加速度],[载机平台系加速度][加速度_西向][_加速度],[载机平台系加速度][加速度_天向][_加速度],[载机惯性攻角][_角度_毫弧度],[载机侧滑角][_角度_毫弧度],[载机偏流角][_角度_毫弧度],[载机航迹角][_角度_毫弧度],[载机爬升角][_角度_毫弧度],[载机位置数据][_纬度],[载机位置数据][_经度],[载机惯性气压高度][_高度],[载机惯性气压参考高度][_高度],[载机地速][_速度]
35:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,48.45400527,0.387665642,5790,-0.987977228,0.498494888,50,0.1,0.1,0.1,441.6,-57.9,14.58,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90958,116.40958,4958,4000,445.3795797
36:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,48.25673219,0.437494917,5800,-0.984687856,0.498082304,50,0.1,0.1,0.1,442,-58,14.6,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9096,116.4096,4960,4000,445.7891878
36:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,48.06015639,0.487280443,5810,-0.981004622,0.497619913,50,0.1,0.1,0.1,442.4,-58.1,14.62,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90962,116.40962,4962,4000,446.198801
36:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,47.8643565,0.537017241,5820,-0.976928999,0.49710776,50,0.1,0.1,0.1,442.8,-58.2,14.64,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90964,116.40964,4964,4000,446.6084191
36:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,47.66941084,0.586700338,5830,-0.972462617,0.496545896,50,0.1,0.1,0.1,443.2,-58.3,14.66,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90966,116.40966,4966,4000,447.0180421
36:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,47.47539738,0.636324765,5840,-0.967607263,0.495934379,50,0.1,0.1,0.1,443.6,-58.4,14.68,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90968,116.40968,4968,4000,447.4276701
37:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,47.28239374,0.685885561,5850,-0.96236488,0.495273268,50,0.1,0.1,0.1,444,-58.5,14.7,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9097,116.4097,4970,4000,447.837303
37:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,47.09047709,0.735377768,5860,-0.956737563,0.49456263,50,0.1,0.1,0.1,444.4,-58.6,14.72,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90972,116.40972,4972,4000,448.2469409
37:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,46.89972422,0.784796438,5870,-0.950727564,0.493802537,50,0.1,0.1,0.1,444.8,-58.7,14.74,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90974,116.40974,4974,4000,448.6565836
37:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,46.71021142,0.834136629,5880,-0.944337287,0.492993064,50,0.1,0.1,0.1,445.2,-58.8,14.76,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90976,116.40976,4976,4000,449.0662312
37:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,46.52201449,0.883393407,5890,-0.937569287,0.492134292,50,0.1,0.1,0.1,445.6,-58.9,14.78,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90978,116.40978,4978,4000,449.4758837
38:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,46.33520871,0.932561847,5900,-0.930426272,0.491226306,50,0.1,0.1,0.1,446,-59,14.8,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9098,116.4098,4980,4000,449.885541
38:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,46.14986879,0.981637031,5910,-0.922911099,0.490269199,50,0.1,0.1,0.1,446.4,-59.1,14.82,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90982,116.40982,4982,4000,450.2952032
38:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,45.96606888,1.030614053,5920,-0.915026774,0.489263065,50,0.1,0.1,0.1,446.8,-59.2,14.84,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90984,116.40984,4984,4000,450.7048702
38:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,45.78388248,1.079488013,5930,-0.90677645,0.488208005,50,0.1,0.1,0.1,447.2,-59.3,14.86,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90986,116.40986,4986,4000,451.114542
38:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,45.60338248,1.128254026,5940,-0.898163428,0.487104125,50,0.1,0.1,0.1,447.6,-59.4,14.88,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90988,116.40988,4988,4000,451.5242186
39:00.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,45.42464106,1.176907215,5950,-0.889191153,0.485951535,50,0.1,0.1,0.1,448,-59.5,14.9,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.9099,116.4099,4990,4000,451.9339
39:12.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,45.24772973,1.225442713,5960,-0.879863212,0.48475035,50,0.1,0.1,0.1,448.4,-59.6,14.92,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90992,116.40992,4992,4000,452.3435862
39:24.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,45.07271924,1.273855669,5970,-0.870183339,0.48350069,50,0.1,0.1,0.1,448.8,-59.7,14.94,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90994,116.40994,4994,4000,452.7532772
39:36.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,44.8996796,1.32214124,5980,-0.860155403,0.482202681,50,0.1,0.1,0.1,449.2,-59.8,14.96,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90996,116.40996,4996,4000,453.1629729
39:48.0,1.74958E+12,FU_025,0,1.74954E+12,1.74955E+12,1,1,1,1,1,1,0.1,0.1,0.1,1,1,1,1,1,1,1,1,1,1,1,1,1,44.72868002,1.370294598,5990,-0.849783417,0.480856452,50,0.1,0.1,0.1,449.6,-59.9,14.98,2,-0.5,0.1,1.5,0.2,3,45,2.5,39.90998,116.40998,4998,4000,453.5726733
